name,date,open,high,low,close,volume
ORCL,23-Mar-2015,44.34,44.619999,42.419998,42.639999,15050000
ORCL,30-Mar-2015,43.23,43.630001,42.48,42.619999,12307200
ORCL,06-Apr-2015,42.279999,43.889999,42.209999,43.509998,9346200
ORCL,13-Apr-2015,43.549999,44.189999,42.509998,43,12815300
ORCL,20-Apr-2015,43.310001,43.869999,42.75,43.080002,11232200
ORCL,27-Apr-2015,43.099998,44.900002,43.07,44.369999,19990100
ORCL,04-May-2015,44.549999,44.849998,43,44.009998,10336100
ORCL,11-May-2015,43.970001,44.439999,43.279999,44.150002,8011600
ORCL,18-May-2015,43.939999,44.599998,43.880001,43.93,7857400
ORCL,26-May-2015,43.740002,44.25,43.150002,43.490002,9792200
ORCL,01-Jun-2015,43.84,44.110001,43.139999,43.810001,10778900
ORCL,08-Jun-2015,43.810001,44.419998,42.82,44.34,11305200
ORCL,15-Jun-2015,43.900002,45.240002,40.970001,41.59,35729700
ORCL,22-Jun-2015,41.799999,42.060001,40.970001,40.990002,22161000
ORCL,29-Jun-2015,40.630001,40.900002,39.93,40.360001,15119900
ORCL,06-Jul-2015,39.93,40.650002,39.700001,40.360001,13457800
ORCL,13-Jul-2015,40.52,41.02,40.16,40.400002,11755500
ORCL,20-Jul-2015,40.360001,40.389999,38.799999,39,15815600
ORCL,27-Jul-2015,38.720001,40.119999,38.439999,39.939999,14080500
ORCL,03-Aug-2015,39.950001,40.02,39.150002,39.560001,11078300
ORCL,10-Aug-2015,39.759998,40.049999,38.5,39.41,9231800
ORCL,17-Aug-2015,39.41,40.029999,37.549999,37.549999,12235400
ORCL,24-Aug-2015,35.73,37.509998,35.139999,37.459999,24849500
ORCL,31-Aug-2015,37.16,37.509998,35.889999,36.27,15057300
ORCL,08-Sep-2015,36.73,38.18,36.73,37.919998,15884700
ORCL,14-Sep-2015,37.810001,38.52,36.259998,36.380001,24338400
ORCL,21-Sep-2015,36.599998,37.060001,35.389999,36.049999,17876400
ORCL,28-Sep-2015,35.720001,36.91,35.240002,36.889999,18969500
ORCL,05-Oct-2015,37.259998,38.200001,37.02,38.099998,13881700
ORCL,12-Oct-2015,37.919998,38.200001,37.139999,37.369999,13673600
ORCL,19-Oct-2015,36.860001,38.16,36.57,38.07,14802300
ORCL,26-Oct-2015,37.939999,39.040001,37.939999,38.84,13673100
ORCL,02-Nov-2015,39.049999,40.639999,38.900002,40.619999,17329300
ORCL,09-Nov-2015,40.41,40.5,37.220001,37.299999,16667900
ORCL,16-Nov-2015,37.689999,39.580002,37.560001,39.34,13569800
ORCL,23-Nov-2015,39.439999,39.619999,38.779999,39.18,9440700
ORCL,30-Nov-2015,39.110001,39.389999,37.75,39.16,16782200
ORCL,07-Dec-2015,39.16,39.349998,37.029999,37.209999,17047800
ORCL,14-Dec-2015,37.150002,39.139999,36.310001,36.349998,26898000
ORCL,21-Dec-2015,36.720001,37.23,36.099998,37.009998,11688300
ORCL,28-Dec-2015,36.830002,37.209999,36.43,36.529999,10387100
